jazz缤纷流行,9199251315,0,0,330100,,谢谢你[多多大笑],7572634353,1,2025-03-23 15:44:44
AKa精神,1472483863,0,1,350100,因爱是交易，货币，和词汇,不好意思，昨天没有看到～～[多多难过][多多难过]，祝你天天都能快乐！,7572606133,0,2025-03-23 15:43:47
jazz缤纷流行,9199251315,0,0,330100,,今天生日可以祝我生日快乐吗[多多可怜],7572050285,0,2025-03-22 20:16:04
哆啦时光记,340038681,16,2,370100,,二十三岁！祝我生日快乐！要去更多城市看世界青年！,7561011582,1,2025-03-08 00:06:13
翻滚的咸鱼哥哥,131136807,23,1,320100,,祝我三十岁生日快乐,7560763150,1,2025-03-07 19:19:28
Meteora美特拉,305121965,18,0,371300,,祝我生日快乐[可爱],7547456312,1,2025-02-17 00:09:40
Esc_6,130704098,0,0,100,音乐是避难所,祝我生日快乐🥳,7544418517,1,2025-02-12 23:49:58
Ting_O_o_,74192189,24,0,100,耳朵只属于耳机的尼莫,31岁生日快乐！！,7542488982,1,2025-02-10 19:29:56
你算哪只小猫猫,90113047,0,1,100,嗷呜～,祝我生日快乐捏[大笑],7540568875,1,2025-02-08 07:24:23
海域少年方人也,1809318391,0,2,310101,成长就是将你哭声调成静音的过程。,祝我生日快乐吧～好期待佩岭发个私信和我说，嘿！方人也，生日快乐哟～[呲牙],7540460417,2,2025-02-08 00:13:45
王心怡的小猫猫,1848559852,14,2,110101,房东的猫 没有太多烦恼～,也祝自己生日快乐🎂,7538855599,1,2025-02-06 00:02:12
晟宝片,1595809312,15,1,610100,我又睡不着了……网易云很占内存，我要卸载吗？我还有酷狗……,生日快乐,7536658440,0,2025-02-03 00:08:29
又萌又凶小熊猫,51787328,25,1,110101,,生日快乐！☁,7536593325,0,2025-02-02 22:31:50
西屏-晚钟,1725388859,16,1,140300,最大的英雄是那些每天上班过着平凡生活的普通人，是那些在社会的垃圾堆上而没有掉进混乱与惊慌的人，是意识到失败就是胜利开始的人。—— 《过于喧嚣的孤独》,23岁生日快乐🎂，希望一切都能慢慢变好,7533342966,0,2025-01-28 17:35:05
Ryuu_rin,1313408377,16,2,100,乱成一锅粥 趁热喝了吧,祝你生日快乐,7531517952,0,2025-01-26 23:35:23
整点儿冰镇啤酒喝,1806433452,0,2,410900,五行缺你,今天生日耶✌️,7528482667,1,2025-01-23 00:03:39
异想天开的qy,256977011,0,2,440700,拖延症患者，创造力量同幻想会吓你一跳的水瓶座,谢谢你呀[爱心],7526556783,0,2025-01-20 16:21:07
知了怎么叫,1942181914,0,2,440700,有吗,生日快乐！,7525771041,0,2025-01-19 12:43:54
知了怎么叫,1942181914,0,2,440700,有吗,欧买噶中间好哭,7525784310,0,2025-01-19 12:43:36
异想天开的qy,256977011,0,2,440700,拖延症患者，创造力量同幻想会吓你一跳的水瓶座,就算没人祝福，自己也要开心，祝自己生日快乐[星星],7525554284,0,2025-01-19 00:07:58
你的安乐乡,3293142679,23,1,500101,一无所有～有梦而已～,人生本无意义，所以要去做有意义的事。,7522076693,1,2025-01-16 14:14:10
南风草木香2011,3960702119,0,2,371400,,今天就祝自己24岁生日快乐吧，希望未来的日子可以得偿所愿！,7520544752,0,2025-01-14 01:18:14
黄油吐司当然算主食,1984609742,17,2,330100,想看星星 到天亮,生日快乐 未来的日子也请用力走下去吧,7520512023,1,2025-01-14 00:25:35
puratonikku,30865552,0,0,100,请输入个人介绍…,谢谢mua!(*╯3╰),7518284125,0,2025-01-10 20:34:39
念初叶子,1441103299,19,1,510100,不定时更新,生日快乐呀[多多大笑],7518130698,0,2025-01-10 17:05:27
puratonikku,30865552,0,0,100,请输入个人介绍…,今天我生日！从大学起听猫猫，现在转眼间已经工作六年啦，每年的生日愿望都是好好生活，从容自我，今年也一样！,7505166093,1,2025-01-09 16:05:40
超级赛亚人之神之超级赛亚人之神,4873148311,20,0,100,,明天我的生日就29岁了，好害怕时光的速度，还没有好好为自己活过，却稀里糊涂就到了这个年龄，我留下来什么痕迹？属于我的青春岁月好像悄无声息的就荡然无存了，好多年岁直到过了才知道当初应该怎么活，我的太多时间耗费在试错和内耗中。真希望我能聪明点能快乐起来,7504830910,2,2025-01-08 23:32:35
橘子皮-juu,288606385,0,1,100,我...,[多多可怜],7504624744,0,2025-01-08 18:29:52
别打了_我不是酱油,2005096855,0,2,510100,祝你快乐 或者也可以不快乐,今天2️⃣2️⃣，希望今年顺利毕业，找到自己心仪的工作，十年后可以像你们一样自在地看世界,7499885384,3,2025-01-08 09:51:07
_忻慕_,3962901644,0,0,100,总是打扰别人的生活是不礼貌的,祝我生日快乐,7499598076,1,2025-01-07 21:05:02
我不叫龟田,1441068493,32,1,511700,歌已尽，花依然，看风起云涌，谁主江山——花火,是啊会好起来的，要相信！,7498646245,1,2025-01-06 14:32:45
有全世界最可爱的猫,597849879,0,0,100,如今的我输了也会抬着头,一切都会越来越好的,7497627477,1,2025-01-05 09:35:16
AKa精神,1472483863,0,1,350100,因爱是交易，货币，和词汇,加油加油💪💪,7496553203,1,2025-01-03 22:02:21
月丶幽光黯淡,1441068432,32,2,510100,,我也在复习考试 我也31号考 最后三天啦！祝我们上岸！[多多比耶],7495601894,0,2025-01-02 18:35:18
AKa精神,1472483863,0,1,350100,因爱是交易，货币，和词汇,今年农历生日恰好是元旦节，同时今年 31 号就考完试了，所以现在可以坐在家里和妈妈一起过生日[多多可怜][多多可怜][多多可怜]，庆祝我的生日和新年～～,7495138410,3,2025-01-01 21:18:01
黑鼻子小红Q,8166347717,17,1,350100,,红鼻子中登,7492347344,0,2024-12-30 12:22:53
-冰島续航,3898434717,18,2,120101,4everX2,在今天的结尾祝自己生日快乐！,7490230574,0,2024-12-27 23:58:56
久盼君归归念如故,532777212,0,2,330300,,今日打卡，今天是我的20岁生日啦[蛋糕]希望能像这首歌所祝愿的一样，希望我从容自我，所期待的不再落空。,7487967753,1,2024-12-26 12:28:45
猫在门口吹风,1850569540,0,0,100,,生日快乐,7487868439,0,2024-12-26 07:40:43
如雨丶幻影,1788669560,15,0,420100,每一个夜晚，你都会象一只小船悄悄的划进我心中的湖畔，一起收获那满天的星星…,好想哭好想哭好想哭😭😭😭,7486308881,0,2024-12-24 03:13:19
我好爱这个世界-_-,3250696349,16,1,431200,,谢谢你呀[憨笑],7485280649,1,2024-12-22 15:04:55
小鑫还需努力,1759770210,0,0,100,温柔。,happy birthday to me,7483051257,0,2024-12-21 09:30:31
毕之总攻有点甜i,1441103500,38,1,1003300,因为落花是那方有雨，似温柔缱绻，呢喃我姓名,迟来的祝福[多多大哭]也祝你天天开心!,7482441235,0,2024-12-20 14:49:57
我好爱这个世界-_-,3250696349,16,1,431200,,祝自己生日快乐！跨过0点，给自己放一首生日快乐歌，希望自己以后不再孤单。,7481656215,2,2024-12-19 00:03:34
迷途七天,1502607814,0,1,610100,一个人的自娱自乐,祝我生日快乐！,7481247417,2,2024-12-18 13:54:22
AAA东兴建材市场霜老板,1694375276,0,0,510100,无,生日快乐🎂也是走到20岁这天了突然感觉人生好像迈进了一大步。不知道未来会有什么样的日子等着我，希望自己能变得更勇敢。[越来越好],7481033343,1,2024-12-18 00:07:13
蓝色糖浆,117536364,19,1,440100,想看遍这世界，去最遥远的远方。,祝自己生日快乐啦🎂,7480610009,0,2024-12-17 09:23:31
云朵挤出棉花糖啦,642979820,0,0,100,“我们曾见过。在哪里？ 我的世界里。”,生日快乐,7477719284,0,2024-12-13 00:01:12
我才不是小晋,1468190217,16,0,210200,,佩岭 生日快乐！！,7477709130,1,2024-12-12 23:52:23
Moli初阳,6305586522,0,0,310101,你好,生日快乐！,7477642257,1,2024-12-12 22:22:15
阿群01,1881115758,17,2,320400,快乐生活，慢慢练习。成为更好的大人,生日快乐，佩岭，祝你自由热烈,7477602296,0,2024-12-12 21:18:00
chao_chao_,372518864,0,1,100,一个绿老头,佩岭，生日快乐  明天也是我生日 也祝我自己生日快乐吧[星星眼],7477568089,0,2024-12-12 20:27:38
一盒焦糖,7911851494,0,0,440500,,佩岭！生日快乐！！,7477387665,1,2024-12-12 13:55:12
这个昵称没有少于2个汉字,103457949,0,0,100,人总该向前看的,哈哈哈哈哈，轮到我了，祝我生日快乐，和佩岭同一天了[色],7477350768,0,2024-12-12 12:17:04
澈澈澈澈澈一,489840127,0,2,440300,保持内心温柔而灵魂自由,最好的佩岭🎂生日快乐！我不在意什么双十二购物节，我只在意今天是属于你的。,7477319686,0,2024-12-12 10:31:11
_忻慕_,3962901644,0,0,100,总是打扰别人的生活是不礼貌的,吴佩岭！生日快乐！,7477293601,0,2024-12-12 08:44:59
是炸毛超超鸭,1952074978,12,2,330200,新手女大 请多多关照,酷酷佩生日快乐！！！！！！！！！！！！！！,7477282837,0,2024-12-12 08:05:46
th争渡,5090932891,0,0,100,可否阻你十八秒钟看看信。,生日快乐佩岭！,7477267256,0,2024-12-12 06:12:19
imjiayan,1487100691,17,0,341000,,生日快乐 佩佩,7477224880,1,2024-12-12 01:12:47
-墨鸢-,506195468,16,1,350100,咕咕咕,生日快乐佩岭[礼物],7477217662,1,2024-12-12 00:54:13
SincePray-,1945046906,13,2,510700,小黑的佩帅是全世界最最好的吉他手,祝全世界最好的吉他手吴佩岭生日快乐[蛋糕]，祝你快乐轻松,7477216907,0,2024-12-12 00:52:37
云朵挤出棉花糖啦,642979820,0,0,100,“我们曾见过。在哪里？ 我的世界里。”,生日快乐,7477213683,0,2024-12-12 00:46:19
熙玺希矽兮,1735641908,0,2,320100,,祝你生日快乐，佩岭,7477207246,1,2024-12-12 00:37:07
要吃好多好多的东西,1369552357,0,0,420100,,佩佩生日快乐[蛋糕],7477209631,1,2024-12-12 00:35:34
Weltschmerz-Xu,1526823136,15,2,420100,最珍贵的闭上双眼才看见,生日快乐🎉[蛋糕],7477202282,0,2024-12-12 00:19:50
Freya232,318286455,0,2,100,潮汐只是寻常.,吴佩佩生日快乐！[爱心],7477197976,0,2024-12-12 00:18:31
我将送别这黑夜,1714624153,14,2,371300,在这里 你会忘记烦恼，听音乐 你就不会变老。,生日快乐吴佩岭!,7477197700,0,2024-12-12 00:15:56
JO999-,1425668456,0,0,100,欢迎光临,哇！谢谢你啊,7477192979,0,2024-12-12 00:10:06
亲爱的这不是虚无的存在,1319058022,0,0,100,无论清浊都行舟。,祝你生日快乐,7477191907,0,2024-12-12 00:09:38
亲爱的这不是虚无的存在,1319058022,0,0,100,无论清浊都行舟。,全世界最好的吉他手生日快乐！,7477190093,2,2024-12-12 00:09:27
JO999-,1425668456,0,0,100,欢迎光临,祝我自己生日快乐[可爱],7477192563,1,2024-12-12 00:07:21
比格易尔的大海,12301862651,0,2,150500,,生日快乐,7477184253,1,2024-12-12 00:03:06
好好-R,532118765,16,2,610100,希望读这句话的人轻松快乐,祝全世界最好的吉他手🎸佩生日快乐！当然你也可以不快乐～,7477184847,0,2024-12-12 00:00:31
好好-R,532118765,16,2,610100,希望读这句话的人轻松快乐,马上再听一遍，祝佩生日快乐～,7477173587,0,2024-12-11 23:41:24
Venje-,635657051,0,1,100,我们约定好要到世界边缘,生日快乐,7477103601,0,2024-12-11 21:54:38
欣菻,515511808,18,1,110101,日头惊黄昏，月娘惊天光,北京ip还要再留一会儿！,7476222058,1,2024-12-10 13:53:46
知闲了了,2136375796,0,0,100,,我不知道是否还能见面，但是还是想祝你生日快乐,7474997749,0,2024-12-08 18:21:53
诺艾尔i,1441142653,26,0,510100,,祝你也祝你身边的人！[多多大笑],7473454191,0,2024-12-06 18:17:53
大鹅并不早熟,4050651693,0,0,100,,我和我爱的人 身体健康 万事顺意 没有烦恼 好好生活,7473042000,1,2024-12-05 22:55:33
好好-R,532118765,16,2,610100,希望读这句话的人轻松快乐,第14秒的时候，小黑声音好明显！,7470710912,0,2024-12-01 22:08:35
好好-R,532118765,16,2,610100,希望读这句话的人轻松快乐,今天生日，浅听一首生日快乐,7468588875,0,2024-12-01 00:07:59
一只玥玥_xiao,447172246,0,2,310101,想成为你心里特别的存在,我们还是我们,7467910958,0,2024-11-30 00:07:10
一只玥玥_xiao,447172246,0,2,310101,想成为你心里特别的存在,鱼鱼生日快乐[蛋糕],7467912869,0,2024-11-30 00:06:39
linzgl,1441103517,17,2,360700,,迟来的祝福，希望你永远快乐,7466503268,0,2024-11-27 15:55:04
哈默尔恩的吹笛人ima,1441068363,28,1,220300,自立自强，独立自主，不靠任何人，成为靠谱的女人。,同是天涯沦落人啊，今年我也要高考了,7466484824,0,2024-11-27 14:52:01
花会不会开,1421998679,0,2,420100,,许愿梦想成真[逢考必过],7466197153,0,2024-11-26 23:01:16
荔枝0112,47111122,23,2,500101,,我记得你说我从来记不得你的生日，十年了，生日快乐小怪兽，起落平安，万事胜意。,7466172619,0,2024-11-26 22:19:46
八了个妹,1441175224,23,0,1005500,,那要怎样才算真正的不快乐呢？是睡在冰冷的床上吗还是看着窗外车水马龙？或许是不敢去触碰那些回忆吧！明明知道痛苦，却还是想要触碰它，这是为什么呢?因为舍不得啊……[多多大哭],7465382440,0,2024-11-25 13:22:09
好好-R,532118765,16,2,610100,希望读这句话的人轻松快乐,祝你快乐 或者也可以不快乐,7465027210,0,2024-11-24 23:25:52
好好-R,532118765,16,2,610100,希望读这句话的人轻松快乐,祝你快乐 或者也可以不快乐,7465027194,0,2024-11-24 23:25:41
好好-R,532118765,16,2,610100,希望读这句话的人轻松快乐,祝你快乐 或者也可以不快乐,7465031363,0,2024-11-24 23:24:15
帜研,4947429850,8,2,1001900,あなたの愛.,萧老板生日快乐，我爱你,7463722630,1,2024-11-23 00:00:03
是拓拓呐,480211035,0,0,100,春天来了🌱,祝我28岁生日快乐～依旧在做妈妈的小女孩[爱心][爱心][爱心],7462617068,1,2024-11-20 23:00:34
时予T_,379416908,18,1,330200,,十一周年生日快乐,7462025491,0,2024-11-19 20:50:16
寒楚楚楚楚,108207106,22,1,460100,,十一周年快乐我的弹唱小组合,7461567299,0,2024-11-19 01:57:52
一只青灯ye,530634443,19,2,320700,这个世界会好吗,生日快乐！十一周年快乐！一起走向下一个十年！！[心心][心心][心心],7461521202,0,2024-11-19 00:12:28
呵呵dxl,1441027888,23,1,230800,美美哒可可哒么么哒,也可以不用想[多多大哭],7458522927,0,2024-11-14 16:18:05
好好-R,532118765,16,2,610100,希望读这句话的人轻松快乐,你也可以不想～,7458100209,0,2024-11-13 22:09:04
安芷不是安芷,1802836306,0,1,1010000,For my lover,又是一年生日咯～一研为定啊！,7455644020,1,2024-11-10 00:07:11
新的好名字正在加载中,8995686783,0,0,140100,,20岁生日快乐～好好生活 轻松快乐,7453535792,1,2024-11-07 00:34:52
咔咔maybe,1591431027,0,2,110101,,今天是我 27 岁生日，希望以后能好好生活，遇事从容[可爱],7452938484,1,2024-11-06 08:48:56
关于彻夜不眠的故事,2120871508,0,0,100,“要忘却所有不愉快的片段 把美好事物纯真地走完”,谢谢[多多大笑],7451183131,0,2024-11-03 14:13:37
一个废人夜若,1441168466,22,1,511700,我本仁慈♚奈何杀戮苍生♚我本卑微♚却要君临天下,迟到的生日快乐！希望你永远快乐呀～,7450543381,0,2024-11-02 15:59:46
axun346,79027735,0,1,100,Put on the best position to make best decisions.,今天是我生日！,7450379531,0,2024-11-02 11:38:21
关于彻夜不眠的故事,2120871508,0,0,100,“要忘却所有不愉快的片段 把美好事物纯真地走完”,在19岁生日这天，来循环播放这首歌，真的很庆幸音乐让我们相遇，猫猫的歌在过去的许多时刻都拯救，治愈了不断下降的我，让我有勇气继续做我自己，谢谢房猫，感谢自己，祝我生日快乐[多多比耶],7449649101,0,2024-11-01 07:48:19
每个宇航员都会找到自己的星球,1514683221,16,1,370100,,祝我快乐，或者也可以不快乐，生日快乐~,7448985604,2,2024-10-30 23:02:25
春日双葉,436486863,0,0,440300,我还是无法知晓天空之蓝,我越来越厉害了 越来越从容 越来越勇敢 希望每一天都能像今天一样快乐 祝我生日快乐 祝我天天快乐,7447714597,1,2024-10-29 20:41:56
imfebby,73882422,32,2,350200,,这句看哭了,7446892799,0,2024-10-28 11:30:59
一只奇怪的狐狸,1441159214,23,0,520300,,生日快乐呀[多多大笑],7440237080,0,2024-10-18 13:21:45
月亮都老啦,398292958,0,2,440100,,希望有一天我不在觉得生日是一件很变扭的事,7439783637,0,2024-10-17 16:35:16
Destiny_Bye,131946832,0,1,320100,,风格莫名和可子的 别祝我生日快乐 有点像,7439534481,0,2024-10-17 02:08:38
一束阳光一束尘1,31903270,28,1,130200,,搂席来了,7437799297,0,2024-10-14 00:03:09
逸枳枳枳枳,3295681674,0,2,100,活着就是最好的底牌,谢谢[多多大笑],7437431752,0,2024-10-13 13:48:03
Championn_,1646924860,0,1,100,有一天我就想一直游,祝你生日快乐🎊,7437202647,1,2024-10-13 01:17:04
房猫的,8525906400,13,1,100,,祝我生日快乐,7434389128,0,2024-10-08 00:21:11
躁郁狂犬病患者,415315693,0,1,500101,,啊啊啊啊啊我也才收到这条评论，谢谢你！！第一次收到陌生人的生日快乐真的很感谢！你也要快乐～！,7434308229,1,2024-10-07 22:20:37
橘子皮逃离银河系,629804122,17,1,411400,,谢谢～[大笑],7429697545,0,2024-10-01 00:18:56
N2Vre77F61,5210959613,0,0,100,나는 매년 겨울에 네가 있기를 바란다,生日快乐,7429693361,0,2024-10-01 00:14:01
橘子皮逃离银河系,629804122,17,1,411400,,和祖国母亲同一天生日！愿世界和平！,7429688429,3,2024-10-01 00:09:22
次元美图馆,1441175290,37,1,100,我爱你!,同是天涯沦落人啊[多多大哭],7428801079,0,2024-09-29 17:28:03
Gasily_君,607004359,0,0,100,感恩遇见所有,一年一度听这首歌的时候啦,7427971188,1,2024-09-28 09:29:12
风过三千里,121304532,0,1,100,,生日快乐～祝你也祝我[蛋糕],7427164545,1,2024-09-27 01:01:12
想要去大雪天国,8976758400,11,0,511300,,虽然迟到了好久，但是祝福还是送到了[多多耍酷],7427116551,1,2024-09-26 23:53:27
想要去大雪天国,8976758400,11,0,511300,,我在四川省祝tds生日快乐,7427112004,1,2024-09-26 23:52:39
想要去大雪天国,8976758400,11,0,511300,,今天看见才你的评论，虽然迟来了，但是祝你生日快乐，不止生日快乐[多多大笑],7427113397,0,2024-09-26 23:51:46
躁郁狂犬病患者,415315693,0,1,500101,,生日耶,7425067677,0,2024-09-24 00:07:06
躁郁狂犬病患者,415315693,0,1,500101,,我今天,7425065868,0,2024-09-24 00:07:01
cornminttt,1726841096,0,0,100,带上你的美好幻想,呜呜谢谢你 巨无敌开心～从未迟到在我心里(*˘︶˘*).。.:*♡,7424126079,0,2024-09-22 13:53:22
mumei___,1441168405,38,0,510100,,迟到的祝福 生日快乐[多多大笑],7424106931,1,2024-09-22 13:22:34
cornminttt,1726841096,0,0,100,带上你的美好幻想,现在是生日的末尾啦 一个人坐在空荡的房间里 想到朋友家人们给予的爱 感觉心里满满当当的 好不舍得啊 亲爱的自己 生日快乐哇,7423824385,2,2024-09-21 23:31:47
飞向天空的yu,1441142161,25,0,100,,生日快乐！[蛋糕],7422753133,0,2024-09-20 13:34:17
__Cin_,1569570587,15,1,510100,成长后来是礼物或只是美丽的包装,今天当寿星,7421915032,0,2024-09-19 00:12:15
鹿鹿鹿鹿鹿屿y,489454301,20,0,411000,,祝自己生日快乐，希望大家都能见到想见的人，杭州见,7419885249,0,2024-09-16 00:52:07
閃光517,1835703649,18,1,330100,要忘却所有不愉快的片段，把美好事物纯真地走完！,祝我生日快乐,7418281711,2,2024-09-13 13:10:59
黑白琴键上弹奏着忧伤,107263155,0,2,100,指尖上、流失的过往。黑白中、错杂的冥想。,祝我生日快乐[可爱]宇宙你要向我倾斜喔[西西机智],7418027724,2,2024-09-12 23:15:09
_____Cicada,2001544274,0,0,100,,生日快乐！,7412935502,0,2024-09-05 10:28:49
Crow与木心,489615484,0,0,100,你不愿意种花，你说，我不愿看见它一点点凋落。是的，为了避免结束，你避免了一切开始。——顾城我只想与你一生，哪怕等一生,我的生日过了,7404350947,0,2024-08-23 16:36:48
漫迷tzb,1441192469,14,2,431200,,生日快乐！天天开心[憨笑],7404335796,1,2024-08-23 16:10:51
Myzlin,1696110416,0,1,441900,星河.,吼吼，那就祝自己生日快乐吧，19了。也是看透挺多东西的生日有人祝福不敢苟求，感觉自己总是这样，既担心失去，又害怕拥有，老是患得患失，有点难受。身边的朋友感觉也都是阶段式的，可能自己到头来还是自己吧。,7404022009,0,2024-08-23 03:44:57
Crow与木心,489615484,0,0,100,你不愿意种花，你说，我不愿看见它一点点凋落。是的，为了避免结束，你避免了一切开始。——顾城我只想与你一生，哪怕等一生,我生日貌似只有一次被好好对待了，我不再苛求有人每日陪伴到老，承诺都不可信，但是我只想不吃药，睡个好觉,7403428942,0,2024-08-22 12:56:25
鹅肝手握2份,346709907,0,2,140800,,祝自己今天的生日愿望成真,7401639352,2,2024-08-19 21:57:54
晓白工作室-晓白,1441142853,24,1,510100,懒癌早期，但我还是不想留点啥！,同乐~要天天开心哦～[多多大笑],7400918484,0,2024-08-19 16:28:46
那七月的猫,301386979,21,1,441900,元气满满！,祝自己生日快乐 未来会更好！祝你期待的，不再落空，祝你所爱的，是值得去爱的。,7400516032,1,2024-08-18 23:37:20
北辰毅araon,1298550419,20,2,210400,,生日快乐啊，自己。也祝大家在今天幸福快乐！！！,7397810244,0,2024-08-15 09:45:24
Tri_water,394950960,23,1,320100,,生日快乐🎂,7397646319,1,2024-08-15 00:22:03
逸枳枳枳枳,3295681674,0,2,100,活着就是最好的底牌,不好意思打扰大家，我朋友生日的时候我想做一个风琴本，路过的可不可以发一个“我在xx省祝tds生日快乐”[爱心],7396861837,0,2024-08-13 22:03:31
逸枳枳枳枳,3295681674,0,2,100,活着就是最好的底牌,不好意思打扰大家，我朋友生日的时候我想做一个风琴本，路过的可不可以发一个“我在xx省祝tds生日快乐”[爱心],7396859885,0,2024-08-13 22:03:26
前浦佳路迎风坡,1868877100,14,0,310101,人生最珍贵的不是相遇，而是久别重逢,20岁。,7391773656,0,2024-08-07 00:33:49
二十九次日落o,1661342007,16,2,100,你指尖跃动的电光是我此生不变的信仰！唯我超电磁炮永世长存！,生日快乐，来干了这碗二十二年的人间烟火[蛋糕],7391129402,0,2024-08-06 00:44:03
歪Joey,75306666,24,1,1002100,もしも人间に*尾があったら ， ちょっと耻ずかしい ， 君と一绪だと、いつも振ってしまいそうだから。,三十岁噜,7390251884,0,2024-08-05 03:14:13
A1and7,111204255,0,0,100,,又一年了！祝自己生日快乐[蛋糕]祝你醒来后可以是全新的。,7390177886,0,2024-08-05 00:19:18
天网glv,1441027853,25,1,100,check mate,迟来的祝福希望你永远快乐,7389997074,0,2024-08-04 20:22:04
YZ_鱼崽,3227212918,0,0,440400,无趣的我,鱼崽 生日快乐哟[蛋糕],7389914900,0,2024-08-04 17:47:14
鹿川ovo,593088800,0,0,420100,满堂花醉三千客，一剑霜寒十四州.,祝我生日快乐[流泪][流泪][流泪],7389558271,2,2024-08-04 02:27:43
短眉毛小狗,8474708021,0,0,450100,,虽然私情是大忌，但你永远是我的最爱。生日快乐,7388785450,0,2024-08-03 00:51:44
快乐小蘑菇_mkmT,3367480188,0,0,110101,,谢谢☺️,7379148012,0,2024-07-21 20:18:14
FieldLilies,3902656295,0,2,100,No Utopia.,生日快乐，我曾经的最爱最爱,7375740398,3,2024-07-16 23:14:13
小狗_乖乖乖,343812958,24,1,120101,,我收到了，我想你了。,7371348142,0,2024-07-10 19:45:08
加速颗粒,342298609,0,0,100,明明说好早起看太阳又生怕遗忘,祝我生日快乐✌🏻,7371101570,1,2024-07-10 12:07:42
小狗_乖乖乖,343812958,24,1,120101,,一直没机会说出口的、最后还是没能说出口、第一次也是最后一次祝福、祝你生日快乐、账号我退了，祝好,7371027003,1,2024-07-10 09:35:25
Freshmix,449904010,0,0,100,希望上一个故事的结局，是下一个故事的开始,生日快乐,7369280229,0,2024-07-07 15:45:06
快乐小蘑菇_mkmT,3367480188,0,0,110101,,今天是我的生日，陌生的朋友们可以留下一句祝福嘛,7368350505,3,2024-07-05 23:39:19
柳富情,90450989,0,2,100,抛下书本上街去,祝我快乐 或者也可以不快乐,7365455378,1,2024-07-01 18:24:19
我们__17,611727113,0,1,321200,,生日快乐,7360199037,1,2024-06-23 02:15:42
左枭逸,1478541420,0,2,450100,,为什么这首歌我每次听都会觉得自己很孤独,7357738318,2,2024-06-19 14:55:22
SisMmY,1676500303,18,2,410100,,不过生日 但祝自己快乐[流泪],7357550023,1,2024-06-19 01:32:51
莫与o,1526304995,0,1,430900,我阳光且有趣 阴暗又博爱,生日快乐,6133685125,1,2024-06-18 00:59:24
甜饭菜主催,1687971792,0,0,110101,这里展示不了我,明天要考四级啦！第一次在考试当天过生日也是第一次遇到农历生日和新历生日重合的日子！祝自己生日快乐！越来越好！,6131752952,1,2024-06-14 23:07:45
港音青年,1741071621,0,1,330300,,我爱潘媛媛,6128020784,0,2024-06-08 13:21:18
